unique_id, Restuarant_Name, Longitude, Latitude, Price_Index, Num_Shown_5_star, Num_Shown_4_star, Num_Shown_3_star, Num_Shown_2_star, Num_Shown_1_star, Total_Shown_Votes, Avg_Shown_Score, Num_Filtered_5_star, Num_Filtered_4_star, Num_Filtered_3_star, Num_Filtered_2_star, Num_Filtered_1_star, Total_Filtered_Votes, Avg_Filtered_Score
ecj6b2CGcThT_1tQSxnStA,The Ogden,41.8795504,-87.668008,2,60,49,20,16,20,165,3.684848484848485,12,5,3,4,8,32,3.28125
8P3vFRfVyvn1LGAlkJOWaQ,Oyster Bah,41.917779,-87.648873,3,24,13,9,3,1,50,4.12,2,1,0,1,0,4,4.0
7LgM-Zotz-rW7RiyAI9XVg,Fat Willy’s Rib Shack,41.9304624,-87.688725,2,304,370,135,71,65,945,3.8222222222222224,32,38,14,11,17,112,3.5089285714285716
JJ_n-4vsY5y_N-wTwaN9Nw,La Encantada,41.9099037,-87.7134639,2,67,60,10,8,1,146,4.260273972602739,18,12,0,1,4,35,4.114285714285714
vb5hLPqsBEPmBsY-77Wl2g,Viaggio Ristorante & Lounge,41.8817858,-87.6608806,2,266,124,31,15,18,454,4.332599118942731,67,12,4,2,3,88,4.568181818181818
LMaoM2Ue2BR_HI9ba3JsZg,The Publican,41.886644,-87.648765,3,908,813,344,163,71,2299,4.010874293170944,93,71,29,23,38,254,3.622047244094488
sAYWV4cA3QrJsV6_u7pcWw,Gyros On The Spit,41.93306,-87.659857,2,106,22,4,6,4,142,4.549295774647887,10,2,0,0,0,12,4.833333333333333
uluVSYUWG2rSw-yqCGIHDg,Tutto Fresco,41.9521074,-87.6494141,2,49,45,19,8,3,124,4.040322580645161,7,2,1,3,2,15,3.6
3HE0HPAOa4kS5y4OhzQfzg,Monti’s,41.968266340068,-87.694936727407,2,229,123,32,8,9,401,4.384039900249377,50,13,4,2,8,77,4.233766233766234
SIpkuonA9o15KGEuy-PTUA,Taqueria El Tapatio,41.924711,-87.733258,1,15,2,0,0,0,17,4.882352941176471,2,0,0,0,0,2,5.0
O6uWHgJzylSjWjPSJKGhnQ,Sultan’s Market,41.910438,-87.679155,1,484,382,120,61,44,1091,4.100824931255729,78,48,11,6,41,184,3.630434782608696
2utBBiZLq0YqcxmiMYySgA,Kaiser Tiger,41.883811,-87.662905,2,57,58,39,32,15,201,3.5472636815920398,5,1,1,4,7,18,2.611111111111111
ZFrWas6Xm0jvf35wZIsUvg,Lavash Mediterranean Grill,41.8828894,-87.6445242,1,21,12,3,2,3,41,4.121951219512195,6,0,0,0,1,7,4.428571428571429
ttDpEi84vz2ZP5H6n8xZAg,Coffee Slasticarna Drina,41.968326,-87.691675,1,26,3,0,0,0,29,4.896551724137931,6,0,0,0,0,6,5.0
1uvWscUUqiO2_Q_aBpeZyA,La Sirena Clandestina,41.887103,-87.651697,2,129,111,35,24,4,303,4.112211221122112,8,5,0,1,1,15,4.2
Vu1iI-olI44EMcNdATYV3w,Poncitlan Jalisco Taqueria,41.9317482,-87.7390907,1,20,5,0,0,1,26,4.653846153846154,3,1,0,0,0,4,4.75
0-rkPnrTODt_veJ_nMVT_w,Sabatino’s Restaurant & Lounge,41.9533094666682,-87.7395818782611,2,209,144,40,31,29,453,4.044150110375276,90,22,6,6,12,136,4.264705882352941
FDUfvqQK8EA2biX3xDPAyg,Coalfire Pizza,41.949181,-87.66369,2,25,14,11,6,1,57,3.982456140350877,0,1,0,1,1,3,2.3333333333333335
1hJYOI26FjCQ-Ce6iKAvug,Cafecito,41.875725,-87.626566,1,532,381,103,37,16,1069,4.287184284377923,54,31,3,6,3,97,4.309278350515464
hbFDXHPMSJld7mSvh0syxQ,Herb,41.980728,-87.660392,3,70,7,5,4,2,88,4.579545454545454,9,2,0,0,0,11,4.818181818181818
j3chLwR9p9Rb-j2KNOpS5Q,Inspiration Kitchens,41.8850168,-87.7140367,2,97,28,4,2,3,134,4.597014925373134,14,7,0,0,0,21,4.666666666666667
e2QX74RGoZFrzig-hkaAkw,L’Appetito,41.8989830004187,-87.6237510761963,1,78,125,44,22,15,284,3.806338028169014,11,10,5,3,2,31,3.806451612903226
61ZW2zyuzjAxt8K12UM3sg,Hala In Restaurant,41.9681622,-87.7439318,2,108,54,19,10,14,205,4.131707317073171,22,6,3,1,2,34,4.323529411764706
ZbXgwfVDjb2tz08FGWmSAA,Folklore Argentine Grill,41.9033624,-87.6799227,2,157,146,60,49,20,432,3.8587962962962963,23,12,5,7,12,59,3.457627118644068
o0DaPvRb4IWH7hUWVCnoGw,Monteverde,41.881913,-87.653021,3,30,17,8,5,5,65,3.953846153846154,3,0,0,0,1,4,4.0
J54uFvc21BslX_jqzIDW5A,Hopsmith Tavern,41.9037362,-87.629377,2,30,32,6,3,11,82,3.817073170731707,2,0,2,1,5,10,2.3
BnuVd40aBq0Z61P3wSSNlw,Twisted Spoke,41.8912954404938,-87.6585463125038,2,141,214,107,53,53,568,3.5933098591549295,23,23,6,6,27,85,3.1058823529411765
g2BZVEeNbFQfruKLDDe-ZQ,Bar Takito,41.8855781,-87.6521285,2,83,77,28,20,8,216,3.9583333333333335,10,6,3,1,0,20,4.25
f0wRHfIKH0V9K_AfiGqPLA,BenjYehuda,41.9277978,-87.6415001,1,27,12,2,4,3,48,4.166666666666667,0,0,1,0,0,1,3.0
vrmONvXOXMQ_RA8kpWQ91Q,Ameritalia,41.8656083,-87.6238097,2,91,33,8,3,0,135,4.57037037037037,12,3,0,0,0,15,4.8
IuFEm-19YYh49T5ZlvwkDA,90 Miles Cuban Café,41.9380249,-87.6858036,1,279,226,71,30,18,624,4.1506410256410255,43,19,7,5,12,86,3.883720930232558
tVt7B3_Ga-IAAcU-7x_h4w,Sophie’s,41.8952336,-87.6246876,2,21,10,7,2,0,40,4.25,1,1,0,1,1,4,3.0
