unique_id, Restuarant_Name, Longitude, Latitude, Price_Index, Num_Shown_5_star, Num_Shown_4_star, Num_Shown_3_star, Num_Shown_2_star, Num_Shown_1_star, Total_Shown_Votes, Avg_Shown_Score, Num_Filtered_5_star, Num_Filtered_4_star, Num_Filtered_3_star, Num_Filtered_2_star, Num_Filtered_1_star, Total_Filtered_Votes, Avg_Filtered_Score
yfG_KkZNW0Ku5VzgNe5AdQ,Opart Thai House,41.895924159886,-87.6621551066637,2,18,3,2,1,0,24,4.583333333333333,0,0,0,0,0,0,x
5p1qUSpK5XcIU2tGFYollA,American Wildburger,41.904607,-87.6484441,2,28,6,1,1,3,39,4.410256410256411,4,1,0,0,0,5,4.8
O75seiu0VjzefAyr6dqpTg,Sink | Swim,41.9171625,-87.707679,3,28,32,15,14,3,92,3.739130434782609,0,0,0,1,1,2,1.5
p_H2BANrAWEZbSyqmnviSQ,Uncle Mike’s Place,41.8910594,-87.6699379,2,174,154,45,23,8,404,4.146039603960396,16,13,2,2,3,36,4.027777777777778
KMgdD5KzGxysP9xvIte-rw,Henry’s,41.890442,-87.628757,2,101,60,18,7,9,195,4.2153846153846155,7,0,3,0,1,11,4.090909090909091
n2CRjfC5AjhzdcCd5vdH7Q,Via Lima,41.954775,-87.679563,3,26,11,7,7,2,53,3.981132075471698,2,0,0,3,0,5,3.2
p2cCK4Vu-3L-skOMd93VVg,JJ Thai Street Food,41.8958251,-87.6703764,2,40,17,5,4,0,66,4.409090909090909,1,0,0,0,0,1,5.0
yD1aRxezQ8XjrKogEfuShw,Susie’s Noon Hour Grill,42.0075552249299,-87.6662723055139,1,112,46,13,3,5,179,4.435754189944134,18,5,0,0,1,24,4.625
2TyiepxLggw8Zo6-oIDZ2w,JK Kabab House,41.9980104,-87.6949719,1,47,23,5,2,2,79,4.405063291139241,17,5,0,2,1,25,4.4
AO83FW-KEkwzxC0YcvGO1w,Osaka Sushi Express & Fresh Fruit Smoothies,41.876943,-87.624532,1,101,128,48,17,8,302,3.9834437086092715,21,10,4,1,4,40,4.075
-fYvsZKybtBorDlwxs9T1A,Dos Urban Cantina,41.9172562,-87.6984031,3,43,12,6,0,0,61,4.60655737704918,4,0,0,0,0,4,5.0
tL8lLGQaAnKb9I7a0vsGtg,Pizza Rustica Italian Bistro & Bar,41.9530511,-87.6547404,2,195,153,69,59,46,522,3.7509578544061304,33,15,8,10,20,86,3.36046511627907
ptRZlXxngjFj5gghwPNNHA,RJ Grunts,41.920024442085,-87.636636114155,2,199,264,111,59,20,653,3.8621745788667687,35,30,6,6,6,83,3.9879518072289155
e9aAISx0navH8qMr33X4TA,Mother Cluckers Kitchen,41.9752685744915,-87.7522482539673,2,136,58,15,5,4,218,4.454128440366972,26,7,0,0,2,35,4.571428571428571
qanlDj3Mom5PP1a-q4tVHA,Dunlays on Clark,41.9296741,-87.6434142,2,94,159,79,25,7,364,3.8461538461538463,15,12,5,12,3,47,3.5106382978723403
oCTlReyKjJxKPFYfCurxxQ,Lockdown Bar & Grill,41.90017,-87.687275,2,340,306,114,70,57,887,3.9041713641488163,71,29,8,13,44,165,3.4242424242424243
6udJ7FWw6QQKQyGadZoIXg,Groundswell Coffee Roasters,41.9700678,-87.6791949,1,44,5,2,0,0,51,4.823529411764706,2,2,0,0,0,4,4.5
wW5kd9bxJ4VJHtUYBbo7cQ,Urbanbelly,41.8843051046133,-87.6626251637936,2,87,82,43,23,10,245,3.869387755102041,5,6,2,1,0,14,4.071428571428571
4_D3FA4GoRCj6e_aG2DrQw,Naansense,41.8851056,-87.63391,1,105,87,37,18,22,269,3.87360594795539,9,4,2,2,2,19,3.8421052631578947
KwFp1p0t0L1CLCm4HSizsQ,Stella’s Diner,41.9377754,-87.6445297,1,196,233,68,32,21,550,4.001818181818182,39,26,7,7,27,106,3.4056603773584904
rL3Z28FBnl1tFXoIGPlgtw,Shake Shack,41.8927345,-87.6255937,2,157,241,175,104,31,708,3.5494350282485874,14,15,7,9,8,53,3.339622641509434
_AY9IeW20_FF5kON57rfZw,Haywood Tavern,41.899058,-87.6966343,2,37,9,5,4,2,57,4.315789473684211,2,0,0,0,1,3,3.6666666666666665
xNbjv2XaKt0ZATscozZsAg,Joy’s Noodles & Rice,41.941758,-87.644116,1,243,272,107,45,40,707,3.8953323903818955,47,47,6,13,10,123,3.8780487804878048
nj_Ophi8XsZLoQ0MfWnYiA,Kurah Mediterranean,41.8643253,-87.6237609,2,66,76,26,14,8,190,3.9368421052631577,17,3,2,1,3,26,4.153846153846154
CeIsnsESNIFzU2RClwqhLA,Ani,41.937143,-87.665649,2,44,34,10,4,2,94,4.212765957446808,4,2,0,0,2,8,3.75
pbEiXam9YJL3neCYHGwLUA,Alinea,41.913433,-87.648,4,1047,165,107,38,29,1386,4.5606060606060606,197,70,25,4,111,407,3.5847665847665846
hgB8EwFWzSZRJlUqvt1vRg,Black Rock Pub & Kitchen,41.9473859,-87.6787959,2,58,86,26,12,9,191,3.900523560209424,7,5,1,1,7,21,3.1904761904761907
baI-vvZjo-mliR62hdS1hg,El Maya,41.9618515883894,-87.6684951782227,2,92,33,8,4,6,143,4.405594405594406,7,6,0,0,0,13,4.538461538461538
p9TVco6JdcBxt_c_TtPcgw,Swift & Sons,41.887099,-87.6526547,3,49,14,15,9,2,89,4.112359550561798,3,0,0,0,0,3,5.0
O073WVgzIh5OXRVL9TrRFQ,BIG & little’s Restaurant,41.905356,-87.6700199,1,52,24,9,9,6,100,4.07,4,0,0,1,0,5,4.4
Ifk2tTefkmj9apIZOYyuBw,Will’s Northwoods Inn,41.93725,-87.6590293,1,111,74,23,6,1,215,4.339534883720931,13,4,0,1,0,18,4.611111111111111
LgpGgbUpykMz77byFujCWw,BIN 36,41.8850874,-87.6422767,2,58,23,9,7,13,110,3.963636363636364,15,3,0,0,0,18,4.833333333333333
4i1Ny2zIE1VJSU9gLMkHqg,Lula Cafe,41.927668036295,-87.706845233929,2,674,477,156,74,26,1407,4.2075337597725655,81,43,13,36,3,176,3.9261363636363638
cV85c42f61TNP9bRCYOUiA,Memo’s Hot Dogs,41.857612,-87.663135,1,14,3,0,0,0,17,4.823529411764706,1,1,0,0,0,2,4.5
CQ75CQSyrsmb-S3UAwCHpw,Wildfire,41.8938172904842,-87.6333183422685,3,306,308,106,65,23,808,4.001237623762377,69,42,7,12,18,148,3.891891891891892
rvodTVrLfaLk5q-MRlw7Nw,De Pasada,41.8690617,-87.6648395,1,60,60,22,11,14,167,3.844311377245509,19,5,4,1,0,29,4.448275862068965
s2FeNyxwxT7cMl_mS_ygFg,Osteria La Madia,41.8916287,-87.6302197,2,263,417,152,66,21,919,3.9085963003264417,36,29,10,15,18,108,3.462962962962963
N7F7C6ECkhbsHVStVjqLUw,Pasta Palazzo,41.9179075,-87.6488742,2,168,174,40,19,8,409,4.161369193154035,27,16,1,3,1,48,4.354166666666667
mXZS-Ue3awMfbMZLbaw72Q,Shokolad,41.8959276,-87.6904043,1,74,59,14,3,2,152,4.315789473684211,11,6,2,1,1,21,4.190476190476191
0eMo-MeawM-tmbwpzv3rDg,Carnitas Uruapan Restaurant,41.857612801225,-87.669703625051,1,72,29,4,2,5,112,4.4375,12,4,0,0,1,17,4.529411764705882
m5QcTnjCHFylTGDQJoqD4g,In-On Thai,41.9516763,-87.6496031,2,51,19,9,4,5,88,4.215909090909091,8,1,0,0,0,9,4.888888888888889
ooUICn2UHWsx_H7ioA55PQ,Take Me Out,41.858092,-87.663989,1,49,73,32,17,4,175,3.834285714285714,11,8,2,0,5,26,3.769230769230769
Nz7OSIHnWcsnno-zzXKO1g,The Allis,41.883746,-87.648281,2,57,45,12,13,10,137,3.9197080291970803,1,0,1,0,0,2,4.0
M-DKe6Zj5uCArHhYnvqTlg,Chez Delisay’s Cajun Cuisine,42.002352,-87.671711,2,65,9,0,0,0,74,4.878378378378378,3,1,0,0,0,4,4.75
bNXpwTSavHBV9zBk2lUlGA,Schwa,41.9089322,-87.6679279,4,266,55,29,22,37,409,4.200488997555012,62,12,6,3,41,124,3.411290322580645
wiNuegM8MNw9WIP0wfMmeA,Coalfire Pizza,41.8907946,-87.6598601,2,409,269,94,39,14,825,4.236363636363636,64,31,6,1,4,106,4.415094339622642
KXiClWndL6UyPJDt7y50zQ,La Scarola,41.891105990809,-87.646768416408,2,374,265,82,42,33,796,4.136934673366834,66,28,12,14,31,151,3.556291390728477
1qM4E_de9yotctnC2EP8kA,Cooper’s,41.940084,-87.660256,2,76,135,44,31,13,299,3.769230769230769,12,10,2,2,2,28,4.0
60qudKwZHT6-UijNbGVNWw,The Local Chicago,41.899394,-87.622297,2,117,91,41,31,16,296,3.885135135135135,15,4,1,1,2,23,4.260869565217392
y2YPhJsm4ZAOysBVy5k4pg,Rojo Gusano,41.9684246,-87.7245494,2,32,12,3,1,2,50,4.42,4,0,0,0,0,4,5.0
7Ig90WlrxTm-oLGt8AQrfQ,Enoteca Roma Ristorante,41.9033716,-87.6815757,2,133,138,48,27,18,364,3.9368131868131866,25,12,1,6,8,52,3.769230769230769
F2NBch93KPaQdM_x0Fs2VQ,Nini’s Deli,41.8923484,-87.6621932,1,221,34,10,3,2,270,4.737037037037037,42,6,1,0,1,50,4.76
0hfDRVaGSydijN5du1HCzg,Bar Siena,41.8845841437224,-87.6489488181068,2,131,82,44,21,17,295,3.9796610169491524,28,2,0,1,1,32,4.71875
0ZENqrACvQ4tiMvFEkgVPg,Jimmy’s Pizza Café,41.975763462268,-87.692168200781,1,168,111,31,21,9,340,4.2,18,12,2,3,0,35,4.285714285714286
7tNBi1bEcJ0LpLfllw6ZjQ,bellyQ,41.8844403,-87.6617991,3,164,179,110,66,22,541,3.733826247689464,19,15,10,10,4,58,3.603448275862069
nO8Yrt4l4JLSvCAkkwrk1Q,Gyu-Kaku Japanese BBQ,41.8927493,-87.6223086,2,400,372,110,44,35,961,4.100936524453694,40,45,7,8,27,127,3.4960629921259843
LPwAwxEjetjdNh7Uadro3g,Smoque BBQ,41.9502164,-87.7278658,2,1692,961,346,115,29,3143,4.327394209354121,445,213,42,26,72,798,4.169172932330827
Y9_O6IM2zRAXSvGVTkpyQQ,T & B Grill,41.9684336,-87.720522,1,112,20,3,0,0,135,4.807407407407408,4,1,0,0,0,5,4.8
8j97C2qR95tvpbGtoFxEAw,Noon O Kabab,41.966447,-87.708238,2,303,210,59,15,18,605,4.264462809917355,76,38,9,3,8,134,4.276119402985074
ksY97mbEy23n8GbYxOBgpA,25 Degrees,41.8959432,-87.6315927,2,207,233,80,31,22,573,3.9982547993019195,41,9,4,1,5,60,4.333333333333333
IBWaLosoL5Jop81u4FxFwA,Diner Grill,41.9540882,-87.6704891,1,88,63,25,9,10,195,4.076923076923077,13,4,1,0,4,22,4.0
tzP7xNT7OokI6JKgtINTlA,Antico,41.9174523,-87.6827936,3,80,39,7,4,1,131,4.473282442748092,16,7,2,0,1,26,4.423076923076923
HRGw4jttKMokp_PSGPhh8g,Nookies Edgewater,41.983679,-87.6581201,2,143,133,51,19,18,364,4.0,23,24,2,4,12,65,3.646153846153846
GzTF1V0GKPTPgh_xMg5ExA,Pork & Mindy’s,41.9110633,-87.6780882,2,41,9,5,15,3,73,3.958904109589041,2,0,0,0,0,2,5.0
U2i4dCWTP6AhSuCwDhhblA,Sinha Elegant Cuisine,41.8789233,-87.6774309,2,57,28,7,3,6,101,4.257425742574258,8,3,1,1,0,13,4.384615384615385
tDxyIlkRD-1_yrpv2-J-pA,Knife & Tine,41.924936,-87.664023,2,143,53,23,12,6,237,4.329113924050633,19,1,1,1,0,22,4.7272727272727275
MUmOoa2Zg2B2qBq1VHTNaA,Ban Po Chung,41.9759329,-87.7155875,2,76,60,15,9,5,165,4.16969696969697,7,4,1,2,1,15,3.933333333333333
OKOfoisduqP24uK3WYvx7Q,Revolution Brewing,41.92353,-87.698153,2,540,756,227,101,55,1679,3.9678379988088146,69,55,17,13,31,185,3.637837837837838
Gn43vOdPZ6JnN8dXhX9eyg,Carbon,41.8962405,-87.6686563,1,72,65,26,20,13,196,3.8316326530612246,12,5,1,1,8,27,3.4444444444444446
MrCu27MyX6wMTo43pjQ2wA,Northdown Café and Taproom,41.9408592,-87.6696507,2,121,84,35,16,12,268,4.067164179104478,13,7,0,1,5,26,3.8461538461538463
1CnmcCKb83Nkbdi1cZCCQA,mEAT,41.9428752,-87.6493312,2,74,37,16,19,14,160,3.8625,22,3,1,0,1,27,4.666666666666667
WgKaikMqCrevF8jXyTZ_mg,Cookies & Carnitas,41.9869847451742,-87.6598879952196,2,150,57,18,13,8,246,4.333333333333333,22,6,3,0,4,35,4.2
cTd7rc-cuJ8-xvJX-RPbUw,Pollo Express,41.8577196,-87.6595005,1,157,51,11,2,4,225,4.5777777777777775,31,9,1,1,3,45,4.4222222222222225
yFlwFrgmdSwrSBSqW8EBNw,La Cocina,41.933987,-87.707125,1,49,39,6,6,6,106,4.122641509433962,12,6,0,1,1,20,4.35
kyZQnv62VQnDk23i_TxO3g,Parachute,41.944707,-87.706518,3,108,55,39,29,9,240,3.933333333333333,7,3,0,2,0,12,4.25
fQCVQyUNAsDZmdjebXwY3Q,Sheffield’s Beer and Wine Garden,41.941574,-87.6545653,2,153,225,106,38,24,546,3.8150183150183152,30,16,2,4,6,58,4.0344827586206895
ZQ-k_wtaKB1tDNp9WtSMiw,Farmer’s Fridge,41.8860491,-87.6307076,1,38,13,3,3,2,59,4.389830508474576,7,1,0,0,0,8,4.875
50gFzdVglOz88eFJ6v-26A,Glenns Diner,41.9616270639775,-87.6754598194383,2,340,362,103,77,62,944,3.8908898305084745,50,35,13,22,76,196,2.8010204081632653
xFBQ1md6PDm7YEpJARoxAA,The VIG Chicago,41.909905,-87.6345048,2,24,12,7,4,2,49,4.061224489795919,2,0,0,0,1,3,3.6666666666666665
6BkR1OS11VsARi1typB3_g,Takos Koreanos,41.9761833591692,-87.6728102141167,2,108,59,25,11,4,207,4.236714975845411,9,4,0,2,2,17,3.9411764705882355
68Rezfdylfccq3B6Xn3JKg,2 Asian Brothers,41.9759499,-87.7096751,1,38,53,18,5,4,118,3.983050847457627,9,1,1,1,1,13,4.230769230769231
0S44DHW394RexDqtFYMQLg,The Bristol,41.9210375,-87.6780084,3,352,313,135,64,35,899,3.982202447163515,44,32,7,16,11,110,3.7454545454545456
V6YhT2K2HQzrNnQKfZuE-g,Ryhana’s Cuisine,41.8689145739179,-87.6833596475275,1,17,8,3,0,0,28,4.5,9,0,0,0,0,9,5.0
7Es7EbTy_s1btAdowLeiPQ,Small Cheval,41.9128236,-87.6816007,2,91,72,28,16,9,216,4.018518518518518,15,3,0,2,1,21,4.380952380952381
YJMFBlFB_dBpEQ370MO92g,Athenian Room,41.9217435,-87.6490466,2,177,191,60,46,35,509,3.8428290766208253,41,25,5,4,5,80,4.1625
ZLOhnb6G0MDbK_nTu6gxIg,Kinmont,41.8953444,-87.6394068,3,106,88,20,21,7,242,4.095041322314049,11,2,0,2,1,16,4.25
N0CzLRbl79f4f6WqjNKM0g,Theory,41.8899748,-87.6286362,2,166,135,75,38,29,443,3.8374717832957113,17,6,0,5,6,34,3.676470588235294
_pvjspuIWHbdkWLPiX9QRQ,Fontano Foods,41.872063,-87.653432,1,64,29,5,3,3,104,4.423076923076923,7,3,1,0,2,13,4.0
afmAYNXgvG5Te9bsvzJPXA,Johnnie’s Snack Shop,41.8849019,-87.6475595,1,38,28,5,2,2,75,4.306666666666667,5,3,0,0,0,8,4.625
ZMmdSK4oObGNCv50tT1OOA,Eva’s Cafe,41.9089825,-87.6384134,1,107,29,7,4,1,148,4.601351351351352,12,7,0,0,0,19,4.631578947368421
sqaHmXuonFpBxJuQFmmsng,Arbor,41.9318546,-87.6921586,2,49,8,4,0,1,62,4.67741935483871,6,0,1,0,0,7,4.714285714285714
q65G-7JIZWy0bTeOzwMzTw,Thai Aree House,41.9459525,-87.7354788,2,86,37,7,1,1,132,4.5606060606060606,10,5,0,0,1,16,4.4375
V4mcn826Kf4HEsBHqZagQw,Zeus Restaurant,41.878153,-87.647737,1,30,58,9,7,4,108,3.9537037037037037,9,1,1,0,1,12,4.416666666666667
6bjsGpmLl9JgbsRZ-JYR-w,Cellar Door Provisions,41.9320491,-87.7035751,2,39,19,9,5,2,74,4.1891891891891895,5,2,0,0,0,7,4.714285714285714
4-ymYbhxthEMWQa2_404FQ,Cafe Urbano,41.9568901653515,-87.723911292851,1,51,16,2,1,3,73,4.52054794520548,5,2,0,0,1,8,4.25
Xj2w1z_cYKGd9RrFxkdB3A,The Big State,41.893192,-87.667531,1,37,12,1,3,2,55,4.4363636363636365,4,0,0,0,0,4,5.0
u4-mGyQ-UOHvqBwMa6Xueg,Aje Cafe,41.9360271,-87.6476682,1,114,41,10,8,6,179,4.391061452513966,21,5,0,4,0,30,4.433333333333334
iv3fycjrqxUgd1BE8qainw,Dena Kitchen,41.924966,-87.7111539,1,35,14,5,2,4,60,4.233333333333333,2,3,0,0,0,5,4.4
RE-hUrq8ZstjW0kAplqlRg,Seven On State,41.8838906,-87.6275643,2,29,36,10,9,2,86,3.941860465116279,3,0,1,0,0,4,4.5
twxzFhgu3GysJfvokEFTzA,B Bim Asian Eatery,41.9055594,-87.6703494,2,15,2,4,3,0,24,4.208333333333333,2,0,0,0,0,2,5.0
M33b4TOoiEcxsDfpDG8bcA,The Squared Circle,41.9257304,-87.6684016,2,99,40,17,11,16,183,4.065573770491803,30,4,2,2,9,47,3.9361702127659575
umGEOhvhbqhh72Mn47a4Zw,El Milagro Tortilla,41.8553487,-87.6629799,1,95,57,22,10,10,194,4.118556701030927,17,8,2,0,5,32,4.0
QaNr4e16T3MW0li-Um2kGQ,Tuscany Restaurant,41.869577,-87.651847,2,108,131,48,26,18,331,3.8610271903323263,26,10,5,4,2,47,4.148936170212766
KU_Ze0TpR2HgKG2OpTh2NA,Slurping Turtle,41.89009,-87.631935,2,181,376,312,128,47,1044,3.4942528735632186,34,26,7,6,14,87,3.689655172413793
dOAj9yI4Y5JsBxQX5D6NBQ,Prosecco,41.895224,-87.634542,3,246,169,57,40,15,527,4.121442125237191,36,22,5,5,5,73,4.082191780821918
AQ_IjTjqESa4vuVYckLLhQ,Shiso,41.9108034,-87.6404819,2,58,108,26,14,8,214,3.9065420560747666,12,8,3,3,2,28,3.892857142857143
igoKL3ikURiKScUSS6cocg,Xocoatl,41.9170075,-87.7213619,1,21,17,9,2,0,49,4.163265306122449,0,0,1,2,0,3,2.3333333333333335
pF4jHr4uyUzTYOdAp0G0mg,Quesadilla La Reyna del Sur,41.9227353,-87.6872333,1,126,78,23,8,10,245,4.2326530612244895,31,7,2,4,3,47,4.25531914893617
lAUWnPtR1PsPox0wtFgVYQ,Hakka Bakka,41.9249654,-87.6605392,1,60,13,5,2,7,87,4.344827586206897,16,5,1,0,2,24,4.375
1uFRbr6B-BiNGtT90sdk0w,Community Tavern,41.954012,-87.748839,3,100,38,12,8,0,158,4.455696202531645,13,5,0,2,1,21,4.285714285714286
2zMvCUbRzGKGWxSI_bcDQQ,Old Lviv,41.896074,-87.683167,1,37,34,5,4,6,86,4.069767441860465,7,5,0,3,2,17,3.7058823529411766
GbC6XO60SlLnlIOTbJE-Ew,Fatso’s Last Stand,41.896014812,-87.6842521942044,1,207,108,45,11,11,382,4.280104712041885,39,13,5,2,4,63,4.285714285714286
XeJkMq4uK4KJgbxL9_Ublg,Bacino’s of Lincoln Park,41.9220898692102,-87.6441773455396,2,130,72,37,21,16,276,4.010869565217392,19,8,3,5,5,40,3.775
5OtAmmypXvuTbkFBCziF_Q,Le Colonial,41.9002333,-87.6270369,3,328,306,134,68,34,870,3.949425287356322,49,37,11,8,9,114,3.956140350877193
Q-u8C-xY6xSaS9rvtEqIyQ,County Barbeque,41.869512,-87.6611439,2,126,100,44,40,20,330,3.824242424242424,15,12,2,2,3,34,4.0
FOO_SegroSvxOMLWywp6ag,Danny’s Egghead Diner,41.9543443259394,-87.6794942125308,2,91,47,10,12,7,167,4.2155688622754495,17,5,0,1,1,24,4.5
wgga2S54iePDvvTZkpLyMA,La Bomba,41.9171957,-87.7078951,1,66,27,14,5,16,128,3.953125,16,5,0,3,5,29,3.8275862068965516
JR5TOTAgxBj4YLfNQ3Dljw,Mindy’s Hot Chocolate,41.9136701,-87.6771786,2,539,650,313,163,83,1748,3.8003432494279177,64,29,14,22,53,182,3.159340659340659
bDBwqeWAEL_FHLmlVLLWSA,Kaishing Asian Restaurant,41.9877738501947,-87.7033444494009,1,15,3,1,0,1,20,4.55,3,0,0,0,0,3,5.0
ji1AtTpLayMdUnENqM0Brw,Cohiba Cuban Cuisine,41.9338424,-87.644272,2,62,34,19,9,4,128,4.1015625,7,1,1,2,2,13,3.6923076923076925
eG64VXdW3RzQhsmTbr-rCw,Chilango Mexican Street Food,41.8691173,-87.663038,1,105,39,14,5,4,167,4.413173652694611,5,1,2,0,0,8,4.375
mWTucUb_YNZNGyt6QSKZmg,SideDoor,41.893544,-87.625047,2,134,93,35,10,16,288,4.107638888888889,15,5,0,1,2,23,4.304347826086956
o4MU9gK7epWUMv2WVW1qrA,Yolk,41.8922875382661,-87.6181584738851,2,323,367,188,64,32,974,3.9086242299794662,28,23,8,8,11,78,3.628205128205128
om-vqH8GMpteU9xlSymPaQ,Loving Heart,41.9619233,-87.6515285,1,81,9,3,0,0,93,4.838709677419355,8,1,0,0,0,9,4.888888888888889
3BL6znoMLs5HyBaowRfuLA,Pho’s Spicier Thai Cuisine,41.942444,-87.670869,1,154,140,31,19,18,362,4.085635359116022,23,11,0,2,4,40,4.175
0BvxoQf0-fAfhUudd-bXFw,Naf Naf Grill,41.887581,-87.624981,1,118,85,12,9,4,228,4.333333333333333,6,4,0,0,2,12,4.0
Y7dqd7fADXj1BOvhRUnYrg,El Faro Restaurant,41.8369072,-87.7233673,1,56,35,18,4,8,121,4.049586776859504,11,4,2,0,2,19,4.157894736842105
_Yx4OcyoYXTiI3xOzNgVyw,Pueblo Nuevo,41.960272,-87.76744,1,128,34,9,5,6,182,4.5,22,5,0,0,5,32,4.21875
UfmcQ0j_HRw0EYMMugJQAQ,Carmela’s Taqueria,41.9691163,-87.6601841,1,61,71,15,12,10,169,3.9526627218934913,14,10,0,0,1,25,4.44
iBK6BbZkgaKijoHqC-FVdQ,Tarboush Mediterranean Grill,41.9108693,-87.6681012,1,32,16,4,7,5,64,3.984375,6,1,0,0,0,7,4.857142857142857
rUV1d6NhrT6wgYmAlJVk7g,The Garage Bar & Sandwiches,41.993379,-87.784547,2,112,69,16,12,9,218,4.206422018348624,22,8,0,1,2,33,4.424242424242424
FzYi3AVHoYZnWXe1BQrQEw,Mott St,41.9071429049228,-87.6674420759082,2,125,80,34,26,12,277,4.0108303249097474,6,4,3,3,1,17,3.6470588235294117
22714mxj2e61k4xfjfqYHw,Sofi Restaurant,41.8738179,-87.6292004,2,88,49,13,10,3,163,4.282208588957055,8,3,1,2,0,14,4.214285714285714
DXwSYgiXqIVNdO9dazel6w,Pequod’s Pizzeria,41.92187,-87.664486,2,1306,754,333,199,161,2753,4.033418089357065,169,84,20,23,57,353,3.8073654390934846
aZqKMhhy_dbQlGTQ91YSbw,Go 4 Food,41.851085,-87.6326203,2,204,161,55,23,35,478,3.99581589958159,48,21,6,3,21,99,3.727272727272727
YqrmZfCDIQ2fPQdLXkWiEA,Cornerstone Cafe,41.9317200792018,-87.6877212524414,1,170,147,34,15,14,380,4.168421052631579,21,10,3,2,7,43,3.8372093023255816
2K5b4gko9aS3rVvu54c22g,Racine Plumbing Bar & Grill,41.9298442,-87.6553587,2,45,49,21,8,1,124,4.040322580645161,3,3,2,1,5,14,2.857142857142857
xXDY18O5C3gzVPNivTVbDg,Nha Hang Viet Nam,41.973457,-87.6560953,1,67,55,14,1,3,140,4.3,9,0,0,0,0,9,5.0
GEpXn9rtTMtIj5NsGFiNQw,The Bad Apple,41.959756,-87.6828215,2,427,470,138,53,31,1119,4.080428954423592,56,43,15,16,12,142,3.8098591549295775
wI-mHhdWh8flIZgt46kpUw,The Artisan Cellar,41.8882441,-87.6353879,1,43,34,1,3,4,85,4.2823529411764705,5,4,0,0,1,10,4.2
WLbaTcWigpVQWDwbCajuhA,Ciao! Cafe & Wine Lounge,41.881575821838,-87.65099037689,2,43,44,10,8,10,115,3.8869565217391306,10,5,0,3,4,22,3.6363636363636362
70jKs0LvwuqaKvkaqVQP9Q,Home Bistro,41.943935,-87.649505,2,414,244,68,35,17,778,4.289203084832905,69,31,4,15,12,131,3.9923664122137406
zipWyPrxNX8m5XFwm3b1lg,Masa Azul,41.9318778,-87.7002477,2,95,74,17,11,4,201,4.218905472636816,17,7,0,0,0,24,4.708333333333333
1GiybV2faVpTt1zw13CzLA,Rangoli,41.910198,-87.68809,2,203,103,36,23,38,403,4.0173697270471465,21,8,4,2,3,38,4.105263157894737
ToVDS0YPKcK1Y8Ww3r7ccA,La Brasa Roja,41.961756,-87.706826,1,91,65,16,6,11,189,4.158730158730159,16,8,1,2,6,33,3.787878787878788
QUQeCZa3Y32b6s31aHJLQA,The Peasantry,41.9321,-87.644335,2,143,111,60,40,43,397,3.6826196473551636,26,4,9,4,10,53,3.6037735849056602
qWFpQt5Lcyz_kg1UkDDmeQ,La Oaxaqueña,41.9426494,-87.7299662,2,59,55,11,8,8,141,4.056737588652482,12,7,2,1,2,24,4.083333333333333
5rLrAjUAnwc6dUrodaEhAw,Runa Japanese,41.9103182940484,-87.6847123075727,2,105,43,26,12,3,189,4.243386243386244,24,5,0,2,0,31,4.645161290322581
PTjBAjRMCxLKAob8Dt5SIA,Chief O’Neill’s Pub & Restaurant,41.944631,-87.705506,2,153,139,43,26,16,377,4.026525198938992,33,13,3,5,20,74,3.4594594594594597
QPr7dxBlnNipJ0R5-GMd-w,Slim’s,41.961707,-87.6798933,1,92,56,4,3,4,159,4.440251572327044,26,9,3,2,1,41,4.390243902439025
wsox4oAdEk94m6YploUfdA,Gemini Bistro,41.9200319,-87.640967,3,103,149,58,29,12,351,3.8603988603988606,22,11,1,9,4,47,3.8085106382978724
3AuSik58k7zu3Ztlmj13Cw,42 grams,41.9669009,-87.6584502,4,41,5,2,1,2,51,4.607843137254902,11,0,1,1,0,13,4.615384615384615
W8bvTzMxbeR928MYz-5QAA,Green Tomato Cafe,41.853257,-87.7192364,1,48,7,4,0,0,59,4.745762711864407,9,1,0,0,0,10,4.9
Mue9yWkRqjBMjB5f0_Vq-Q,Oak + Char,41.8944982,-87.6351642,3,65,67,33,16,10,191,3.842931937172775,6,4,1,0,5,16,3.375
Tdy6sDnyu7Od2kBvlzduAA,Pierogi Heaven,41.8852399,-87.6336693,1,210,168,44,11,2,435,4.317241379310345,22,5,5,1,2,35,4.257142857142857
Tr2b8s55GDgx7cz2VbWC8w,The Harding Tavern,41.9308003,-87.7102403,2,45,59,25,13,13,155,3.7096774193548385,7,5,1,2,2,17,3.764705882352941
JZ0tKgd5u_XqTpGe5ukGbg,Coyotes Restaurant,41.8577556,-87.6634885,1,13,13,8,4,0,38,3.9210526315789473,4,1,0,1,1,7,3.857142857142857
QtgbDggYQtR4AdTmBeAxBQ,Los 3 Panchos,41.932502,-87.658004,1,74,46,16,8,7,151,4.139072847682119,16,5,3,1,2,27,4.185185185185185
apyIymDFbUK7u-Y3V5kmkA,Bavette’s Bar & Boeuf,41.8892796234574,-87.6348227262497,3,778,217,88,42,18,1143,4.482939632545932,64,25,11,8,3,111,4.252252252252252
jxPXmzh6a_JZbLDb1QM27w,Doc B’s,41.8914543,-87.6261804,2,126,72,19,7,2,226,4.384955752212389,5,4,0,1,1,11,4.0
dux6UvpMGJuHquFA3JfR3A,Green Street Smoked Meats,41.883651,-87.648968,2,291,250,76,29,14,660,4.174242424242424,25,15,2,2,2,46,4.282608695652174
